transaction_id,debit_account_no,credit_account_no,transaction_amount,transaction_date
NB550348756,ACC00058827,ACC00058826,14747.71,2024-06-11 16:01:18
NB230810717,ACC00058831,ACC00058826,20095.91,2024-06-13 02:54:39
NB547758836,ACC00058832,ACC00058826,8607.17,2024-06-13 11:55:16
NB704357264,ACC00058831,ACC00058826,31066.15,2024-06-13 17:25:06
NB282352954,ACC00058839,ACC00058836,33418.34,2024-01-07 17:01:17
NB402133646,ACC00058841,ACC00058836,18186.25,2024-01-07 18:14:24
NB393056907,ACC00058837,ACC00058836,18721.78,2024-01-09 05:06:13
NB477917836,ACC00058841,ACC00058836,21094.37,2024-01-09 06:37:17
NB617170125,ACC00058851,ACC00058846,16838.35,2024-06-04 21:35:45
NB670700305,ACC00058848,ACC00058846,33418.34,2024-06-05 01:24:32
NB207448917,ACC00058855,ACC00058853,15809.99,2024-04-17 16:46:44
NB288530910,ACC00058859,ACC00058853,43024.81,2024-04-18 12:26:50
NB323772763,ACC00058855,ACC00058853,46861.3,2024-04-18 14:25:31
NB101635143,ACC00058856,ACC00058853,44084.89,2024-04-19 19:08:29
NB242333893,ACC00058854,ACC00058853,33212.98,2024-04-20 10:47:14
NB486117084,ACC00058863,ACC00058862,32596.2,2024-02-15 03:20:32
NB616212676,ACC00058866,ACC00058862,28850.55,2024-02-15 07:49:03
NB318405030,ACC00058866,ACC00058862,33248.24,2024-02-16 13:59:45
NB294293713,ACC00058866,ACC00058862,15269.58,2024-02-17 20:48:50
NB404420450,ACC00058867,ACC00058862,23574.5,2024-02-18 00:59:43
NB972735767,ACC00058872,ACC00058868,48241.99,2024-07-10 23:24:47
NB565660801,ACC00058871,ACC00058868,3601.38,2024-07-12 02:29:15
NB432251156,ACC00058870,ACC00058868,21247.42,2024-07-12 06:20:07
NB774201098,ACC00058884,ACC00058876,46238.85,2024-07-18 08:52:51
NB430965337,ACC00058883,ACC00058876,129.43,2024-07-19 02:14:17
NB679311644,ACC00058892,ACC00058888,6928.05,2024-11-25 21:20:18
NB307595720,ACC00058891,ACC00058888,6159.58,2024-11-26 17:51:26
NB661528223,ACC00058891,ACC00058888,30817.0,2024-11-28 17:56:38
NB798191882,ACC00058892,ACC00058888,12688.21,2024-11-29 01:13:29
NB145912437,ACC00058899,ACC00058895,15527.36,2024-01-09 06:46:23
NB282252547,ACC00058900,ACC00058895,46868.39,2024-01-10 05:12:23
NB774134092,ACC00058897,ACC00058895,26937.01,2024-01-11 00:17:45
NB950313196,ACC00058904,ACC00058902,17078.73,2024-09-15 21:58:00
NB772995806,ACC00058904,ACC00058902,11364.57,2024-09-15 22:38:10
NB592585584,ACC00058906,ACC00058902,17797.01,2024-09-16 15:09:13
NB296428437,ACC00058912,ACC00058907,39578.54,2024-11-22 00:05:23
NB590655950,ACC00058908,ACC00058907,8602.12,2024-11-22 06:51:29
NB891778714,ACC00058911,ACC00058907,41712.6,2024-11-22 19:34:22
NB344285310,ACC00058908,ACC00058907,30771.27,2024-11-23 11:50:53
NB655912867,ACC00058912,ACC00058907,10632.51,2024-11-24 07:39:03
NB262121368,ACC00058919,ACC00058913,14260.35,2024-07-21 03:22:22
NB701560153,ACC00058920,ACC00058913,3085.78,2024-07-21 05:07:10
NB183658176,ACC00058920,ACC00058913,11117.06,2024-07-23 02:28:56
NB558598922,ACC00058916,ACC00058913,24559.12,2024-07-23 11:35:32
NB821933436,ACC00058914,ACC00058913,47980.42,2024-07-24 12:41:14
NB301822720,ACC00058923,ACC00058921,16522.92,2024-04-17 16:03:00
NB887930406,ACC00058924,ACC00058921,28447.66,2024-04-18 01:11:56
NB763670308,ACC00058927,ACC00058921,47123.57,2024-04-19 00:46:20
NB167431461,ACC00058927,ACC00058921,47820.59,2024-04-21 12:18:53
NB650030955,ACC00058935,ACC00058931,23215.4,2024-05-21 00:04:53
NB324217992,ACC00058939,ACC00058931,15897.47,2024-05-23 02:24:05
NB263717717,ACC00058939,ACC00058931,22646.49,2024-05-23 05:33:07
NB331883525,ACC00058937,ACC00058931,1016.8,2024-05-23 13:00:53
NB123836957,ACC00058939,ACC00058931,13527.78,2024-05-24 11:13:08
NB345778922,ACC00058943,ACC00058940,38897.96,2024-08-09 01:43:01
NB128816595,ACC00058941,ACC00058940,6413.8,2024-08-10 18:31:58
NB378534238,ACC00058948,ACC00058940,32711.78,2024-08-10 18:52:19
NB111696786,ACC00058957,ACC00058951,17195.61,2024-04-26 11:20:31
NB126772820,ACC00058960,ACC00058951,20197.1,2024-04-27 07:08:58
NB587702181,ACC00058956,ACC00058951,39364.39,2024-04-27 23:00:43
NB868699047,ACC00058961,ACC00058951,7347.79,2024-04-28 20:16:34
NB668589862,ACC00058955,ACC00058951,3348.13,2024-04-29 01:35:29
NB918133559,ACC00058960,ACC00058951,5771.98,2024-04-29 07:36:27
NB351282289,ACC00058968,ACC00058962,16487.28,2024-06-03 05:09:54
NB123035319,ACC00058967,ACC00058962,49768.44,2024-06-03 14:44:31
NB574085840,ACC00058964,ACC00058962,43936.51,2024-06-03 17:53:54
NB423908049,ACC00058970,ACC00058962,36959.05,2024-06-03 19:29:55
NB444336406,ACC00058974,ACC00058972,35755.19,2024-11-22 04:24:07
NB906673152,ACC00058976,ACC00058972,44716.08,2024-11-22 11:30:50
NB648335756,ACC00058974,ACC00058972,47473.16,2024-11-22 20:04:01
NB853834512,ACC00058987,ACC00058978,14312.0,2024-04-11 00:56:22
NB121214273,ACC00058987,ACC00058978,616.43,2024-04-11 01:46:31
NB746915225,ACC00058987,ACC00058978,7156.89,2024-04-11 11:02:53
NB814913972,ACC00058980,ACC00058978,1962.97,2024-04-12 16:48:40
NB784964871,ACC00058982,ACC00058978,18916.68,2024-04-12 18:22:13
NB898668275,ACC00058983,ACC00058978,43127.09,2024-04-13 11:22:41
NB462833117,ACC00058993,ACC00058990,40417.52,2024-09-21 17:50:11
NB926846818,ACC00059001,ACC00059000,24890.69,2024-11-18 12:59:00
NB974761915,ACC00059003,ACC00059000,31991.82,2024-11-19 01:55:35
NB474461289,ACC00059001,ACC00059000,36059.34,2024-11-19 05:41:28
NB683296590,ACC00059004,ACC00059000,43128.32,2024-11-19 06:44:24
NB615190052,ACC00059001,ACC00059000,15224.39,2024-11-19 20:19:44
NB230438794,ACC00059001,ACC00059000,21694.04,2024-11-20 01:46:03
NB490765208,ACC00059001,ACC00059000,8357.62,2024-11-20 10:49:32
NB111638712,ACC00059013,ACC00059005,3692.13,2024-03-08 00:23:50
NB703286653,ACC00059012,ACC00059005,25035.49,2024-03-08 20:10:54
NB730034304,ACC00059006,ACC00059005,42792.62,2024-03-09 23:48:47
NB450020627,ACC00059012,ACC00059005,15015.29,2024-03-10 13:49:48
NB783671327,ACC00059007,ACC00059005,35703.94,2024-03-11 09:08:13
NB483250072,ACC00059009,ACC00059005,10279.38,2024-03-11 15:42:36
NB120944090,ACC00059014,ACC00059005,42457.55,2024-03-11 17:02:44
NB654301577,ACC00059022,ACC00059015,4034.85,2024-07-23 17:06:25
NB187988520,ACC00059021,ACC00059015,41978.69,2024-07-24 10:03:42
NB443714005,ACC00059019,ACC00059015,13343.22,2024-07-24 17:57:42
NB748872681,ACC00059016,ACC00059015,29058.44,2024-07-25 16:44:48
NB377569646,ACC00059027,ACC00059024,19424.6,2024-05-27 09:51:22
NB208922187,ACC00059025,ACC00059024,46969.08,2024-05-27 21:53:31
NB773097769,ACC00059027,ACC00059024,44999.15,2024-05-28 06:31:42
NB537943397,ACC00059025,ACC00059024,42919.47,2024-05-28 08:02:19
NB745196082,ACC00059027,ACC00059024,1489.69,2024-05-28 12:28:49
NB776321849,ACC00059030,ACC00059024,45112.73,2024-05-29 02:50:51
NB906276967,ACC00059026,ACC00059024,29907.41,2024-05-29 15:27:25
NB264000654,ACC00059026,ACC00059024,35522.0,2024-05-29 18:45:28
NB708305188,ACC00059029,ACC00059024,3093.08,2024-05-30 19:00:37
NB125393937,ACC00059033,ACC00059031,33370.53,2024-02-26 23:45:02
NB784137608,ACC00059034,ACC00059031,24448.75,2024-02-27 11:41:32
NB454711890,ACC00059033,ACC00059031,2920.4,2024-02-29 01:41:34
NB714161129,ACC00059032,ACC00059031,28651.47,2024-02-29 05:31:36
NB478818097,ACC00059032,ACC00059031,27275.76,2024-02-29 15:28:55
NB180671823,ACC00059037,ACC00059031,3359.56,2024-02-29 17:17:40
NB773814345,ACC00059036,ACC00059031,47436.09,2024-02-29 19:13:35
NB330255279,ACC00059044,ACC00059039,15653.43,2024-02-26 18:28:27
NB571332525,ACC00059050,ACC00059048,22033.91,2024-04-24 00:46:39
NB449013075,ACC00059049,ACC00059048,22243.41,2024-04-25 15:48:01
NB860984127,ACC00059050,ACC00059048,11615.2,2024-04-26 02:24:33
NB823415749,ACC00059063,ACC00059060,38604.89,2024-04-08 09:01:27
NB811864078,ACC00059061,ACC00059060,45920.12,2024-04-08 14:12:12
NB238709263,ACC00059067,ACC00059060,8911.83,2024-04-09 06:23:13
NB233047847,ACC00059062,ACC00059060,5032.53,2024-04-10 16:42:02
NB831511149,ACC00059067,ACC00059060,26449.18,2024-04-12 02:29:54
NB139853119,ACC00059062,ACC00059060,47774.15,2024-04-12 04:37:38
NB959360380,ACC00059074,ACC00059069,5929.84,2024-06-18 00:47:58
NB643731851,ACC00059070,ACC00059069,41953.62,2024-06-18 07:16:31
NB744829600,ACC00059073,ACC00059069,19694.02,2024-06-18 23:35:17
NB424045558,ACC00059074,ACC00059069,8624.15,2024-06-19 14:51:27
NB682946627,ACC00059082,ACC00059076,21181.53,2024-08-08 15:43:21
NB515177943,ACC00059081,ACC00059076,22646.51,2024-08-09 09:26:38
NB545881937,ACC00059077,ACC00059076,33764.79,2024-08-10 01:44:30
NB537116840,ACC00059081,ACC00059076,24178.86,2024-08-10 17:17:59
NB376538126,ACC00059094,ACC00059083,33850.99,2024-04-15 02:24:55
NB100815483,ACC00059084,ACC00059083,11147.53,2024-04-15 06:05:27
NB689073098,ACC00059092,ACC00059083,14214.73,2024-04-16 02:38:33
NB959655777,ACC00059105,ACC00059095,40240.79,2024-11-09 10:59:00
NB346170678,ACC00059096,ACC00059095,27037.02,2024-11-09 21:25:26
NB262532003,ACC00059099,ACC00059095,49777.21,2024-11-10 12:37:12
NB849226902,ACC00059102,ACC00059095,48144.66,2024-11-11 06:29:18
NB196889831,ACC00059101,ACC00059095,12766.54,2024-11-12 20:38:09
NB714924309,ACC00059110,ACC00059106,11036.7,2024-01-09 13:43:00
NB809166326,ACC00059109,ACC00059106,29240.37,2024-01-10 00:51:05
NB752345646,ACC00059107,ACC00059106,27556.67,2024-01-10 20:32:03
NB126944220,ACC00059117,ACC00059106,5934.16,2024-01-11 04:45:51
NB340508959,ACC00059122,ACC00059118,7986.96,2024-05-26 03:31:31
NB920374210,ACC00059119,ACC00059118,38325.89,2024-05-26 05:45:08
NB353175175,ACC00059124,ACC00059118,1794.72,2024-05-26 10:28:05
NB638474527,ACC00059125,ACC00059118,46511.3,2024-05-27 10:44:55
NB443192338,ACC00059120,ACC00059118,17801.24,2024-05-27 21:28:20
NB547099104,ACC00059119,ACC00059118,19790.26,2024-05-28 02:36:03
NB837400651,ACC00059127,ACC00059118,5481.68,2024-05-28 06:37:06
NB800992810,ACC00059130,ACC00059128,16675.0,2024-12-27 07:21:57
NB310509432,ACC00059130,ACC00059128,9264.47,2024-12-27 11:40:54
NB862922514,ACC00059144,ACC00059137,1623.95,2024-01-17 01:58:15
NB275222520,ACC00059149,ACC00059146,33355.46,2024-01-25 11:39:00
NB771933626,ACC00059149,ACC00059146,35513.23,2024-01-25 16:49:09
NB884461032,ACC00059150,ACC00059146,29275.78,2024-01-26 01:44:25
NB418342339,ACC00059147,ACC00059146,43249.98,2024-01-26 12:51:40
NB447806079,ACC00059151,ACC00059146,21193.85,2024-01-26 20:50:39
NB927503957,ACC00059153,ACC00059146,42937.04,2024-01-27 08:52:42
NB122758522,ACC00059147,ACC00059146,11987.95,2024-01-27 14:54:36
NB550172542,ACC00059149,ACC00059146,9714.93,2024-01-28 04:18:35
NB245230825,ACC00059149,ACC00059146,16164.35,2024-01-29 01:24:16
NB367011319,ACC00059161,ACC00059154,21683.22,2024-05-13 01:47:32
NB144500882,ACC00059156,ACC00059154,24990.73,2024-05-14 08:23:58
NB507161390,ACC00059167,ACC00059166,6463.19,2024-05-13 13:12:38
NB795920807,ACC00059170,ACC00059166,39810.22,2024-05-13 23:28:07
NB405244554,ACC00059168,ACC00059166,45501.21,2024-05-14 20:34:26
NB187587090,ACC00059170,ACC00059166,49785.86,2024-05-14 22:07:16
NB985282621,ACC00059170,ACC00059166,24773.15,2024-05-15 20:04:46
NB105788058,ACC00059172,ACC00059166,29936.38,2024-05-16 08:11:34
NB338354901,ACC00059179,ACC00059175,4581.82,2024-04-05 20:25:00
NB872001295,ACC00059179,ACC00059175,30291.46,2024-04-06 03:19:20
NB716617387,ACC00059180,ACC00059175,21537.46,2024-04-06 08:54:36
NB133998531,ACC00059179,ACC00059175,18473.65,2024-04-06 12:58:03
NB763748762,ACC00059178,ACC00059175,6389.46,2024-04-06 23:53:42
NB409683949,ACC00059176,ACC00059175,38134.36,2024-04-07 02:16:09
NB675238857,ACC00059178,ACC00059175,49683.66,2024-04-08 03:56:06
NB749358538,ACC00059181,ACC00059175,34262.04,2024-04-08 12:38:32
NB994174555,ACC00059176,ACC00059175,46930.28,2024-04-08 23:39:21
NB895239657,ACC00059177,ACC00059175,17394.39,2024-04-09 05:34:27
NB474352499,ACC00059189,ACC00059182,810.29,2024-08-25 14:29:03
NB939161227,ACC00059184,ACC00059182,39648.78,2024-08-26 18:38:56
NB674634480,ACC00059194,ACC00059190,15612.47,2024-03-26 21:06:26
NB352028524,ACC00059191,ACC00059190,37880.1,2024-03-28 04:54:50
NB866356706,ACC00059192,ACC00059190,46568.8,2024-03-28 16:38:09
NB852775070,ACC00059194,ACC00059190,1426.5,2024-03-29 15:24:17
NB997954171,ACC00059193,ACC00059190,4242.24,2024-03-29 19:23:01
NB163863081,ACC00059199,ACC00059195,36268.97,2024-08-17 17:54:00
NB862406817,ACC00059197,ACC00059195,49735.25,2024-08-17 21:15:33
NB500124377,ACC00059197,ACC00059195,48334.73,2024-08-18 19:04:25
NB961426627,ACC00059201,ACC00059195,14154.97,2024-08-18 20:21:44
NB490273911,ACC00059200,ACC00059195,32731.62,2024-08-19 07:19:47
NB161229205,ACC00059204,ACC00059203,48031.7,2024-04-02 19:47:21
NB148688686,ACC00059206,ACC00059203,14415.73,2024-04-03 23:33:42
NB518767513,ACC00059211,ACC00059208,19882.11,2024-06-18 00:32:00
NB560334349,ACC00059211,ACC00059208,12710.05,2024-06-20 16:33:22
NB595507957,ACC00059210,ACC00059208,31959.09,2024-06-21 14:43:09
NB529136845,ACC00059219,ACC00059213,39824.47,2024-04-03 10:36:12
NB481224647,ACC00059220,ACC00059213,46492.63,2024-04-03 12:30:33
NB689824686,ACC00059224,ACC00059222,20926.74,2024-05-21 14:48:16
NB863372331,ACC00059223,ACC00059222,11606.05,2024-05-21 22:49:13
NB621081329,ACC00059223,ACC00059222,16337.6,2024-05-22 13:20:30
NB769949818,ACC00059233,ACC00059228,40048.67,2024-02-05 17:31:00
NB663337597,ACC00059229,ACC00059228,48001.94,2024-02-05 22:06:03
NB187011429,ACC00059233,ACC00059228,38843.17,2024-02-06 01:02:41
NB896925988,ACC00059231,ACC00059228,4644.8,2024-02-06 18:24:31
NB864831217,ACC00059230,ACC00059228,7372.38,2024-02-07 00:19:53
NB809287427,ACC00059233,ACC00059228,15128.37,2024-02-08 06:36:36
NB111085311,ACC00059241,ACC00059234,22667.19,2024-01-22 13:24:01
NB453591679,ACC00059237,ACC00059234,9006.07,2024-01-22 21:39:28
NB348061074,ACC00059239,ACC00059234,862.68,2024-01-23 18:53:51
NB117150607,ACC00059243,ACC00059242,33157.27,2024-10-02 14:09:16
NB827001742,ACC00059246,ACC00059242,31635.24,2024-10-02 23:07:35
NB867675646,ACC00059246,ACC00059242,10735.99,2024-10-03 20:40:39
NB758035653,ACC00059245,ACC00059242,34244.63,2024-10-04 15:30:29
NB455589819,ACC00059253,ACC00059248,27269.64,2024-11-17 19:04:00
NB622028344,ACC00059250,ACC00059248,36628.3,2024-11-18 18:15:09
NB677409976,ACC00059254,ACC00059248,21374.01,2024-11-19 22:55:10
NB981163029,ACC00059254,ACC00059248,38592.43,2024-11-20 07:22:15
NB128536516,ACC00059255,ACC00059248,30539.89,2024-11-20 13:33:06
NB115982464,ACC00059260,ACC00059257,40736.43,2024-05-08 19:19:21
NB621889754,ACC00059261,ACC00059257,10903.13,2024-05-09 08:16:59
NB183149935,ACC00059258,ACC00059257,25639.55,2024-05-09 23:06:34
NB268326363,ACC00059276,ACC00059275,36337.84,2024-09-24 16:56:37
NB441677250,ACC00059280,ACC00059275,1845.04,2024-09-25 20:41:32
NB303072565,ACC00059276,ACC00059275,7532.97,2024-09-26 20:07:52
NB519091123,ACC00059280,ACC00059275,18506.76,2024-09-27 02:42:53
NB778075829,ACC00059278,ACC00059275,22873.25,2024-09-27 07:37:20
NB696690774,ACC00059277,ACC00059275,33432.91,2024-09-27 15:15:46
NB215900950,ACC00059276,ACC00059275,16481.44,2024-09-27 20:41:25
NB745309457,ACC00059279,ACC00059275,5566.13,2024-09-27 23:04:17
NB195085773,ACC00059276,ACC00059275,36248.25,2024-09-28 06:24:04
NB403081203,ACC00059287,ACC00059283,8916.57,2024-08-25 00:37:38
NB598032859,ACC00059292,ACC00059283,4293.12,2024-08-25 08:28:13
NB929368400,ACC00059287,ACC00059283,14839.34,2024-08-26 05:51:37
NB902165131,ACC00059285,ACC00059283,279.47,2024-08-26 21:33:33
NB973347893,ACC00059292,ACC00059283,29197.46,2024-08-27 22:03:30
NB826407889,ACC00059292,ACC00059283,44312.38,2024-08-27 23:43:46
NB433136620,ACC00059287,ACC00059283,33476.96,2024-08-28 09:51:08
NB915659998,ACC00059298,ACC00059294,24954.1,2024-11-01 10:57:00
NB527459177,ACC00059295,ACC00059294,44178.84,2024-11-01 16:37:30
NB308483330,ACC00059301,ACC00059294,18966.51,2024-11-03 11:38:50
NB702453774,ACC00059296,ACC00059294,44266.33,2024-11-03 13:34:26
NB969915881,ACC00059304,ACC00059294,24870.64,2024-11-04 01:25:11
NB114026343,ACC00059296,ACC00059294,18665.2,2024-11-04 07:01:38
NB954807506,ACC00059296,ACC00059294,8460.38,2024-11-05 05:57:47
NB634510314,ACC00059312,ACC00059305,38745.8,2024-10-17 21:56:19
NB687365575,ACC00059313,ACC00059305,35660.18,2024-10-18 13:58:12
NB137429642,ACC00059313,ACC00059305,1465.77,2024-10-19 02:40:04
NB820467431,ACC00059308,ACC00059305,25045.2,2024-10-19 14:13:09
NB250744532,ACC00059308,ACC00059305,2552.46,2024-10-20 03:32:01
NB188663581,ACC00059311,ACC00059305,19482.32,2024-10-20 14:18:09
NB365332955,ACC00059313,ACC00059305,7668.19,2024-10-21 09:56:24
NB590867009,ACC00059318,ACC00059315,40143.55,2024-10-26 19:43:00
NB234098083,ACC00059318,ACC00059315,35699.11,2024-10-26 23:42:53
NB564702005,ACC00059317,ACC00059315,49380.19,2024-10-27 05:40:59
NB860555844,ACC00059318,ACC00059315,19610.82,2024-10-28 07:03:34
NB170586776,ACC00059335,ACC00059327,16300.15,2024-07-11 20:38:50
NB565033399,ACC00059330,ACC00059327,48894.7,2024-07-12 03:18:40
NB407002703,ACC00059329,ACC00059327,12655.8,2024-07-14 11:05:44
NB554190772,ACC00059333,ACC00059327,33148.25,2024-07-14 23:31:04
NB940607975,ACC00059333,ACC00059327,47286.94,2024-07-15 06:31:30
NB482309269,ACC00059335,ACC00059327,49577.99,2024-07-15 21:05:26
NB231127175,ACC00059342,ACC00059339,25009.24,2024-07-19 21:29:02
NB210313147,ACC00059343,ACC00059339,42641.33,2024-07-20 15:57:59
NB848643385,ACC00059340,ACC00059339,6544.16,2024-07-21 05:07:59
NB959423366,ACC00059350,ACC00059347,42236.63,2024-06-15 03:11:59
NB149098357,ACC00059349,ACC00059347,32261.96,2024-06-15 10:17:38
NB954140104,ACC00059352,ACC00059347,34612.1,2024-06-15 13:04:57
NB996857214,ACC00059349,ACC00059347,29961.36,2024-06-15 17:30:51
NB450531105,ACC00059357,ACC00059353,38681.5,2024-04-20 03:28:39
NB573722271,ACC00059356,ACC00059353,25641.08,2024-04-20 19:31:51
NB624336995,ACC00059356,ACC00059353,36827.77,2024-04-21 09:42:59
NB405161563,ACC00059363,ACC00059359,933.66,2024-10-05 19:55:51
NB662725467,ACC00059362,ACC00059359,7052.55,2024-10-05 21:19:15
NB992084704,ACC00059365,ACC00059359,38464.41,2024-10-06 17:00:53
NB696022179,ACC00059364,ACC00059359,38542.72,2024-10-06 17:07:09
NB902946049,ACC00059363,ACC00059359,1894.71,2024-10-07 00:09:21
NB771374234,ACC00059361,ACC00059359,36092.33,2024-10-07 23:37:41
NB783640948,ACC00059367,ACC00059366,26313.31,2024-09-02 21:39:05
NB595761279,ACC00059371,ACC00059366,15927.89,2024-09-04 16:41:34
NB156477047,ACC00059375,ACC00059372,2545.45,2024-08-12 17:51:26
NB972625608,ACC00059373,ACC00059372,4420.36,2024-08-13 03:13:55
NB548966340,ACC00059378,ACC00059372,3725.37,2024-08-13 21:07:57
NB842906630,ACC00059395,ACC00059389,6207.17,2024-07-17 18:10:00
NB132805371,ACC00059390,ACC00059389,23368.8,2024-07-19 03:05:13
NB646546137,ACC00059392,ACC00059389,32507.52,2024-07-19 11:14:58
NB233900140,ACC00059391,ACC00059389,35993.42,2024-07-19 14:10:46
NB567440073,ACC00059392,ACC00059389,16794.85,2024-07-19 20:31:19
NB668175949,ACC00059397,ACC00059389,20498.5,2024-07-19 23:13:07
NB914466529,ACC00059391,ACC00059389,30365.4,2024-07-20 04:11:57
NB640867686,ACC00059390,ACC00059389,33649.59,2024-07-20 06:41:48
NB428561825,ACC00059392,ACC00059389,13200.77,2024-07-20 09:17:02
NB788031700,ACC00059402,ACC00059398,40988.04,2024-04-26 07:48:47
NB698864108,ACC00059404,ACC00059398,21395.85,2024-04-26 12:50:26
NB460164321,ACC00059403,ACC00059398,49929.99,2024-04-27 01:23:47
NB517312109,ACC00059399,ACC00059398,12836.5,2024-04-28 09:14:37
NB665394873,ACC00059413,ACC00059409,444.15,2024-05-02 15:31:00
NB170693807,ACC00059411,ACC00059409,8259.15,2024-05-03 02:35:58
NB438361360,ACC00059410,ACC00059409,29953.58,2024-05-03 05:40:29
NB925217164,ACC00059417,ACC00059416,14087.89,2024-04-07 16:21:31
NB866664617,ACC00059420,ACC00059416,13138.98,2024-04-08 08:28:45
NB525256558,ACC00059418,ACC00059416,48213.55,2024-04-08 15:22:59
NB704270868,ACC00059425,ACC00059421,7968.33,2024-07-17 19:21:39
NB659513190,ACC00059424,ACC00059421,17914.62,2024-07-18 13:09:01
NB819487706,ACC00059424,ACC00059421,46686.05,2024-07-19 16:18:05
NB741458218,ACC00059428,ACC00059426,1271.08,2024-02-27 07:27:09
NB987651620,ACC00059427,ACC00059426,14100.93,2024-02-27 18:01:23
NB720365785,ACC00059430,ACC00059426,2548.11,2024-02-28 02:52:38
NB667539061,ACC00059432,ACC00059431,40557.43,2024-04-22 21:39:09
NB791222223,ACC00059439,ACC00059431,9178.1,2024-04-23 08:52:03
NB659737632,ACC00059438,ACC00059431,43597.11,2024-04-24 14:58:08
NB981273749,ACC00059434,ACC00059431,21524.03,2024-04-25 14:31:59
NB934732522,ACC00059443,ACC00059441,41678.91,2024-11-16 11:16:00
NB854147853,ACC00059444,ACC00059441,11446.54,2024-11-17 04:14:21
NB737762669,ACC00059443,ACC00059441,26931.86,2024-11-18 02:36:52
NB876342494,ACC00059442,ACC00059441,46775.08,2024-11-18 11:04:54
NB428811565,ACC00059455,ACC00059449,3979.5,2024-08-18 22:52:00
NB762380079,ACC00059466,ACC00059459,7447.88,2024-06-28 00:42:36
NB315794553,ACC00059466,ACC00059459,23037.56,2024-06-28 10:25:13
NB751191144,ACC00059468,ACC00059459,15335.19,2024-06-28 12:22:21
NB769496738,ACC00059472,ACC00059471,13933.19,2024-07-17 18:12:24
NB289954248,ACC00059477,ACC00059471,28450.06,2024-07-18 16:13:45
NB209302112,ACC00059488,ACC00059482,40863.89,2024-10-26 11:12:00
NB359907052,ACC00059489,ACC00059482,4175.46,2024-10-26 21:23:59
NB322141668,ACC00059488,ACC00059482,17863.59,2024-10-27 02:51:56
NB444112386,ACC00059487,ACC00059482,18411.45,2024-10-27 04:49:10
NB225183602,ACC00059488,ACC00059482,42226.24,2024-10-27 05:24:36
NB216927111,ACC00059483,ACC00059482,17404.08,2024-10-28 06:22:03
NB319125062,ACC00059486,ACC00059482,43589.8,2024-10-28 09:14:36
NB883302886,ACC00059493,ACC00059491,28902.31,2024-05-03 14:25:00
NB107730194,ACC00059496,ACC00059491,32464.08,2024-05-03 20:25:31
NB243919891,ACC00059495,ACC00059491,43131.7,2024-05-04 05:42:26
NB499341625,ACC00059493,ACC00059491,4587.01,2024-05-04 12:44:16
NB630171043,ACC00059492,ACC00059491,42013.21,2024-05-04 16:54:21
NB206072301,ACC00059496,ACC00059491,44683.27,2024-05-05 04:16:07
NB243319979,ACC00059494,ACC00059491,29769.52,2024-05-06 04:01:41
NB851339799,ACC00059492,ACC00059491,49593.19,2024-05-06 11:50:42
NB465032373,ACC00059492,ACC00059491,4450.02,2024-05-06 18:56:56
NB565629444,ACC00059492,ACC00059491,28037.06,2024-05-07 10:40:00
NB561348824,ACC00059502,ACC00059497,32823.27,2024-05-15 18:04:36
NB976656380,ACC00059502,ACC00059497,28098.18,2024-05-16 02:00:05
NB848283498,ACC00059498,ACC00059497,34313.07,2024-05-16 15:07:29
NB669149481,ACC00059502,ACC00059497,3115.44,2024-05-17 23:07:37
NB383154845,ACC00059498,ACC00059497,11321.83,2024-05-18 01:49:29
NB303462416,ACC00059503,ACC00059497,19909.72,2024-05-18 05:01:55
NB131307793,ACC00059502,ACC00059497,19560.71,2024-05-19 04:32:54
NB385123776,ACC00059503,ACC00059497,4377.29,2024-05-19 09:38:51
NB935463097,ACC00059505,ACC00059504,42110.51,2024-12-12 12:51:21
NB220044120,ACC00059514,ACC00059504,38369.01,2024-12-12 16:50:36
NB824082566,ACC00059516,ACC00059515,9211.64,2024-10-22 20:05:00
NB227346300,ACC00059518,ACC00059515,3661.87,2024-10-23 06:05:05
NB723589518,ACC00059520,ACC00059515,47669.93,2024-10-24 04:53:26
NB272106192,ACC00059517,ACC00059515,31874.93,2024-10-24 17:46:47
NB271693277,ACC00059534,ACC00059529,29040.77,2024-09-16 23:03:49
NB284875722,ACC00059534,ACC00059529,48971.27,2024-09-17 10:10:59
NB328820763,ACC00059547,ACC00059538,21350.36,2024-06-10 15:16:00
NB410405891,ACC00059545,ACC00059538,23884.26,2024-06-10 15:59:19
NB915132305,ACC00059543,ACC00059538,16570.63,2024-06-11 14:10:39
NB870096420,ACC00059543,ACC00059538,2979.75,2024-06-11 21:40:03
NB413855782,ACC00059547,ACC00059538,41034.98,2024-06-12 05:49:57
NB965064241,ACC00059542,ACC00059538,47629.03,2024-06-12 16:01:47
NB432268511,ACC00059553,ACC00059549,43744.39,2024-05-21 09:17:00
NB755402981,ACC00059550,ACC00059549,39744.29,2024-05-21 21:18:09
NB911644887,ACC00059558,ACC00059556,31536.03,2024-03-24 14:03:54
NB877162408,ACC00059561,ACC00059556,42335.58,2024-03-24 16:54:39
NB893761920,ACC00059558,ACC00059556,40413.45,2024-03-25 09:47:55
NB920139641,ACC00059560,ACC00059556,30458.63,2024-03-25 21:16:00
NB756403224,ACC00059560,ACC00059556,13618.74,2024-03-26 23:26:54
